poll_time_utc,entities_seen,rows_written,status
2026-09-11T17:52:40.828518+00:00,208,50,ok
2026-09-11T17:54:12.667626+00:00,221,49,ok
2026-09-11T17:55:43.808877+00:00,234,49,ok
2026-09-11T17:57:15.178735+00:00,236,52,ok
2026-09-11T17:58:46.864804+00:00,237,52,ok
2026-09-11T20:05:47.356096+00:00,318,141,ok
2026-09-11T20:07:18.419000+00:00,314,139,ok
2026-09-11T20:08:49.388220+00:00,312,136,ok
2026-09-11T20:10:20.497963+00:00,313,138,ok
2026-09-11T20:11:51.705699+00:00,315,135,ok
2026-09-11T22:29:57.566874+00:00,347,178,ok
2026-09-11T22:31:28.621206+00:00,346,179,ok
2026-09-11T22:32:59.602063+00:00,347,183,ok
2026-09-11T22:34:30.716689+00:00,349,180,ok
2026-09-11T22:36:02.114369+00:00,351,183,ok
2026-09-12T00:29:50.200090+00:00,383,213,ok
2026-09-12T00:31:21.678699+00:00,380,212,ok
2026-09-12T00:32:53.455967+00:00,380,213,ok
2026-09-12T00:34:24.848271+00:00,380,212,ok
2026-09-12T00:35:56.354783+00:00,380,215,ok
2026-09-12T04:53:10.105540+00:00,393,212,ok
2026-09-12T04:54:41.267205+00:00,392,214,ok
2026-09-12T04:56:12.337248+00:00,395,209,ok
2026-09-12T04:57:43.422089+00:00,397,207,ok
2026-09-12T04:59:14.938427+00:00,393,206,ok
2026-09-12T08:53:40.001693+00:00,402,224,ok
2026-09-12T08:55:11.444366+00:00,405,236,ok
2026-09-12T08:56:42.817024+00:00,406,233,ok
2026-09-12T08:58:14.178116+00:00,408,232,ok
2026-09-12T08:59:45.571020+00:00,409,241,ok
2026-09-12T12:26:06.038943+00:00,388,175,ok
2026-09-12T12:27:37.430635+00:00,391,172,ok
2026-09-12T12:29:08.940763+00:00,385,173,ok
2026-09-12T12:30:40.651900+00:00,386,175,ok
2026-09-12T12:32:12.109625+00:00,383,174,ok
