poll_time_utc,entities_seen,rows_written,status
2026-09-06T17:54:28.198589+00:00,189,54,ok
2026-09-06T17:55:59.500267+00:00,193,57,ok
2026-09-06T17:57:30.777951+00:00,193,57,ok
2026-09-06T17:59:01.901349+00:00,197,65,ok
2026-09-06T18:00:33.113724+00:00,197,67,ok
2026-09-06T19:41:32.176384+00:00,340,199,ok
2026-09-06T19:43:04.147701+00:00,342,206,ok
2026-09-06T19:44:35.477841+00:00,344,206,ok
2026-09-06T19:46:06.804428+00:00,350,215,ok
2026-09-06T19:47:38.102128+00:00,350,214,ok
2026-09-06T21:42:44.209264+00:00,489,311,ok
2026-09-06T21:44:16.054857+00:00,492,314,ok
2026-09-06T21:45:47.638396+00:00,490,314,ok
2026-09-06T21:47:19.249486+00:00,494,324,ok
2026-09-06T21:48:51.189980+00:00,496,322,ok
