poll_time_utc,entities_seen,rows_written,status
2026-09-24T19:23:47.318559+00:00,271,148,ok
2026-09-24T19:25:18.480660+00:00,276,153,ok
2026-09-24T19:26:49.983384+00:00,280,148,ok
2026-09-24T19:28:21.078786+00:00,284,149,ok
2026-09-24T19:29:52.152405+00:00,283,147,ok
2026-09-24T22:33:34.756510+00:00,400,297,ok
2026-09-24T22:35:05.878689+00:00,401,304,ok
2026-09-24T22:36:36.923334+00:00,400,302,ok
2026-09-24T22:38:08.009241+00:00,406,304,ok
2026-09-24T22:39:39.068744+00:00,404,298,ok
2026-09-25T00:44:40.088032+00:00,432,220,ok
2026-09-25T00:46:11.641620+00:00,431,220,ok
2026-09-25T00:47:43.091200+00:00,434,226,ok
2026-09-25T00:49:14.194358+00:00,433,223,ok
2026-09-25T00:50:45.451224+00:00,433,224,ok
2026-09-25T05:25:54.296920+00:00,488,275,ok
2026-09-25T05:27:25.593792+00:00,489,274,ok
2026-09-25T05:28:57.158151+00:00,492,274,ok
2026-09-25T05:30:28.940722+00:00,495,282,ok
2026-09-25T05:32:00.336457+00:00,500,284,ok
2026-09-25T10:20:51.739851+00:00,514,221,ok
2026-09-25T10:22:22.851169+00:00,514,219,ok
2026-09-25T10:23:54.004143+00:00,512,213,ok
2026-09-25T10:25:25.078230+00:00,516,214,ok
2026-09-25T10:26:56.201083+00:00,511,209,ok
2026-09-25T15:20:52.312490+00:00,150,72,ok
2026-09-25T15:22:23.185164+00:00,150,71,ok
2026-09-25T15:23:54.131946+00:00,152,72,ok
2026-09-25T15:25:25.314777+00:00,152,72,ok
2026-09-25T15:26:56.225751+00:00,154,70,ok
